Requirement ID,Framework,CSF Function,CSF Function Description,Category Name,Category Description,Subcategory ID,Subcategory Description,Implementation Example,Implementation Description (Control),Control Owner,Stakeholders,Artifacts,Findings,Control Evaluation Back Link
GV.PO-01 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Policy (GV.PO),"Policy for managing cybersecurity risks is established based on organizational context
cybersecurity strategy
and priorities and is communicated and enforced",GV.PO-01,"Policy for managing cybersecurity risks is established based on organizational context
cybersecurity strategy
and priorities and is communicated and enforced","Ex2: Periodically review policy and supporting processes and procedures to ensure that they align with risk management strategy objectives and priorities, as well as the high-level direction of the cybersecurity policy",,CPA to Cybersecurity,Steve McMichael,,,
GV.PO-01 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Policy (GV.PO),"Policy for managing cybersecurity risks is established based on organizational context
cybersecurity strategy
and priorities and is communicated and enforced",GV.PO-01,"Policy for managing cybersecurity risks is established based on organizational context
cybersecurity strategy
and priorities and is communicated and enforced",Ex3: Require approval from senior management on policy,,CPA to Cybersecurity,Steve McMichael,,,
GV.PO-01 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Policy (GV.PO),"Policy for managing cybersecurity risks is established based on organizational context
cybersecurity strategy
and priorities and is communicated and enforced",GV.PO-01,"Policy for managing cybersecurity risks is established based on organizational context
cybersecurity strategy
and priorities and is communicated and enforced",Ex4: Communicate cybersecurity risk management policy and supporting processes and procedures across the organization,,CPA to Cybersecurity,Steve McMichael,,,
GV.PO-01 Ex5,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Policy (GV.PO),"Policy for managing cybersecurity risks is established based on organizational context
cybersecurity strategy
and priorities and is communicated and enforced",GV.PO-01,"Policy for managing cybersecurity risks is established based on organizational context
cybersecurity strategy
and priorities and is communicated and enforced","Ex5: Require personnel to acknowledge receipt of policy when first hired, annually, and whenever policy is updated",,CPA to Cybersecurity,Steve McMichael,,,
GV.PO-02 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Policy (GV.PO),"Policy for managing cybersecurity risks is reviewed
updated
communicated
and enforced to reflect changes in requirements
threats
technology
and organizational mission",GV.PO-02,"communicated
Policy for managing cybersecurity risks is reviewed
updated
and enforced to reflect changes in requirements
threats
technology
and organizational mission",Ex1: Update policy based on periodic reviews of cybersecurity risk management results to ensure that policy and supporting processes and procedures adequately maintain risk at an acceptable level,,CPA to Cybersecurity,Steve McMichael,,,
GV.PO-02 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Policy (GV.PO),"Policy for managing cybersecurity risks is reviewed
updated
communicated
and enforced to reflect changes in requirements
threats
technology
and organizational mission",GV.PO-02,"communicated
Policy for managing cybersecurity risks is reviewed
updated
and enforced to reflect changes in requirements
threats
technology
and organizational mission","Ex2: Provide a timeline for reviewing changes to the organization's risk environment (e.g., changes in risk or in the organization's mission objectives), and communicate recommended policy updates",,CPA to Cybersecurity,Steve McMichael,,,
GV.PO-02 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Policy (GV.PO),"Policy for managing cybersecurity risks is reviewed
updated
communicated
and enforced to reflect changes in requirements
threats
technology
and organizational mission",GV.PO-02,"communicated
Policy for managing cybersecurity risks is reviewed
updated
and enforced to reflect changes in requirements
threats
technology
and organizational mission",Ex3: Update policy to reflect changes in legal and regulatory requirements,,CPA to Cybersecurity,Steve McMichael,,,
GV.PO-02 Ex4,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Policy (GV.PO),"Policy for managing cybersecurity risks is reviewed
updated
communicated
and enforced to reflect changes in requirements
threats
technology
and organizational mission",GV.PO-02,"communicated
Policy for managing cybersecurity risks is reviewed
updated
and enforced to reflect changes in requirements
threats
technology
and organizational mission","Ex4: Update policy to reflect changes in technology (e.g., adoption of artificial intelligence) and changes to the business (e.g., acquisition of a new business, new contract requirements)",,CPA to Cybersecurity,Steve McMichael,,,
GV.RM-01 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-01,Risk management objectives are established and agreed to by organizational stakeholders,Ex1: Update near-term and long-term cybersecurity risk management objectives as part of annual strategic planning and when major changes occur,,CPA to Cybersecurity,Steve McMichael,,,
GV.RM-01 Ex2,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-01,Risk management objectives are established and agreed to by organizational stakeholders,"Ex2: Establish measurable objectives for cybersecurity risk management (e.g., manage the quality of user training, ensure adequate risk protection for industrial control systems)","Risk management objectives are established with Board approval and tracked via automated dashboards: TTD target <4 minutes by Jan 2025, TTR-CJC target <16 hours by Aug 2025. Objectives align with company goals G1-G8. Monthly management reviews assess progress, with ASM vendor selection addressing risk register items R2 (perimeter monitoring) and R4 (asset inventory).",CPA to Cybersecurity,Steve McMichael,,,WP-16
GV.RM-01 Ex3,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-01,Risk management objectives are established and agreed to by organizational stakeholders,Ex3: Senior leaders agree about cybersecurity objectives and use them for measuring and managing risk and performance,,CPA to Cybersecurity,Steve McMichael,,,
GV.RM-02 Ex1,NIST CSF 2.0,GOVERN (GV),The organization's cybersecurity risk management strategy expectations and policy are established communicated and monitored,Risk Management Strategy (GV.RM),"The organization's priorities, constraints, risk tolerance and appetite statements, and assumptions are established, communicated, and used to support operational risk decisions",GV.RM-02,"communicated
Risk appetite and risk tolerance statements are established
and maintained",Ex1: Determine and communicate risk appetite statements that convey expectations about the appropriate level of risk for the organization,,CPA to Cybersecurity,Steve McMichael,,,
